,title,authors,blurb,citations,citation_rate,year,link
530,Using natural language processing for automatic detection of plagiarism,"['M Chong', 'L Specia', 'R Mitkov']",Current plagiarism detection tools are mostly limited to comparisons of suspicious plagiarised texts and potential original texts at string level. In this study the aim is to improve the accuracy of plagiarism detection by incorporating Natural Language Processing (NLP) ,41,3.727272727272727,2010,https://www.academia.edu/download/40077408/Using_Natural_Language_Processing_for_Au20151116-27205-18j9w7z.pdf
531,Using natural language processing to identify pharmacokinetic drug-drug interactions described in drug package inserts,"['R Boyce', 'G Gardner', 'H Harkema']","The package insert (aka drug product label) is the only publicly-available source of information on drug-drug interactions (DDIs) for some drugs, especially newer ones. Thus, an automated method for identifying DDIs in drug package inserts would be a potentially ",40,4.444444444444445,2012,https://dl.acm.org/citation.cfm?id=2391123.2391151
532,Speech recognition with feedback from natural language processing for adaptation of acoustic model,"['H Honda', 'M Omote', 'H Ogawa', 'H Pao']","A speech processing system including a speech recognition unit to receive input speech, and a natural language processor. The speech recognition unit performs speech recognition on input speech using acoustic models to produce a speech recognition result. The natural ",40,2.857142857142857,2007,https://patents.google.com/patent/US7158934B2/en
533,New trends in natural language processing: statistical natural language processing,['M Marcus'],"The field of natural language processing (NLP) has seen a dramatic shift in both research direction and methodology in the past several years. In the past, most work in computational linguistics tended to focus on purely symbolic methods. Recently, more and more work is ",40,1.5384615384615385,1995,https://www.pnas.org/content/92/22/10052.short
534,Using a natural language processing system to extract and code family history data from admission reports,"['J Friedlin', 'CJ McDonald']",We developed a rule-based natural language processing (NLP) system for extracting and coding clinical data from free text reports. We studied the systems ability to accurately extract and code family history data from hospital admission notes. The system searches the family ,40,2.6666666666666665,2006,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1839517/
535,Literature survey: domain adaptation algorithms for natural language processing,['Q Li'],"Traditional supervised learning algorithms assume that the training data and the test data are drawn from the same distribution. Models that are purely trained from training data are applied directly to the test data. Unfortunately, in practice this assumption is often too strong ",40,4.444444444444445,2012,https://blender.cs.illinois.edu/paper/qisurvey.pdf
536,Formal ontology for natural language processing and the integration of biomedical databases,"['J Simon', 'M Dos Santos', 'J Fielding', 'B Smith']","The central hypothesis underlying this communication is that the methodology and conceptual rigor of a philosophically inspired formal ontology can bring significant benefits in the development and maintenance of application ontologies [A. Flett, M. Dos Santos, W ",40,2.6666666666666665,2006,https://www.sciencedirect.com/science/article/pii/S1386505605001309
537,Coreference resolution in an ambiguity-sensitive natural language processing system,"['R Crouch', 'MH van den Berg', 'F Salvetti']",Technologies are described herein for coreference resolution in an ambiguity-sensitive natural language processing system. Techniques for integrating reference resolution functionality into a natural language processing system can processes documents to be ,40,5.714285714285714,2014,https://patents.google.com/patent/US8712758B2/en
538,Learner corpora and natural language processing,['D Meurers'],Learner corpora collect the language produced by people learning their first or a second language. Natural Language Processing (NLP) deals with the representation and the automatic analysis and generation of human language. The two thus overlap in the ,40,6.666666666666667,2015,http://purl.org/dm/papers/Meurers-LCNLP-draft.pdf
539,Automatic phishing email detection based on natural language processing techniques,"['R Verma', 'NK Shashidhar', 'N Hossain']","A comprehensive scheme to detect phishing emails using features that are invariant and fundamentally characterize phishing. Multiple embodiments are described herein based on combinations of text analysis, header analysis, and link analysis, and these embodiments ",40,6.666666666666667,2015,https://patents.google.com/patent/US20150067833A1/en
540,Natural language processing of semitic languages,['I Zitouni'],"Modern communication technologies, such as the television and the Internet, have made readily available massive amounts of information in many languages. More such data is being generated in real time, 24h a day and 7 days a week, aided by social networking sites ",40,5.714285714285714,2014,https://link.springer.com/content/pdf/10.1007/978-3-642-45358-8.pdf
541,Modeling virtual organizations with Latent Dirichlet Allocation: A case for natural language processing,"['A Gross', 'D Murthy']",This paper explores a variety of methods for applying the Latent Dirichlet Allocation (LDA) automated topic modeling algorithm to the modeling of the structure and behavior of virtual organizations found within modern social media and social networking environments. As the ,39,5.571428571428571,2014,https://www.sciencedirect.com/science/article/pii/S0893608014001075
542,Systems and methods for natural language processing and classification,"['A Terry', 'W Koepf', 'J Harriger']","Abstract Systems and methods for natural language processing and classification are provided. In some embodiments, the systems and methods include a communication editor dashboard which receives the message, performs natural language processing to divide the ",39,13.0,2018,https://patents.google.com/patent/US20180373696A1/en
